id_individu,pseudo,age,sexe,score_sante_mentale,score_qualite_sommeil,score_sante_physique
695,Joueur695,16,Homme,5,4,9
696,Joueur696,27,Homme,2,4,10
697,Joueur697,24,Homme,8,6,10
698,Joueur698,16,Non-binaire,1,6,10
699,Joueur699,15,Femme,7,8,10
700,Joueur700,17,Homme,8,4,10
701,Joueur701,17,Homme,2,4,8
702,Joueur702,19,Femme,0,4,8
703,Joueur703,25,Femme,2,6,10
704,Joueur704,27,Homme,8,6,10
705,Joueur705,20,Homme,0,2,10
706,Joueur706,17,Homme,6,1,8
707,Joueur707,17,Femme,1,2,10
708,Joueur708,17,Femme,3,4,10
709,Joueur709,19,Homme,1,2,10
710,Joueur710,24,Femme,8,6,10
711,Joueur711,21,Homme,0,2,8
712,Joueur712,28,Femme,2,2,10
713,Joueur713,19,Homme,2,8,10
714,Joueur714,20,Homme,3,6,10
715,Joueur715,19,Homme,2,6,8
716,Joueur716,24,Homme,7,8,10
717,Joueur717,30,Homme,9,8,10
718,Joueur718,17,Homme,1,6,10
719,Joueur719,21,Homme,0,2,8
720,Joueur720,23,Femme,2,1,10
721,Joueur721,14,Homme,0,6,10
722,Joueur722,21,Homme,1,4,10
723,Joueur723,23,Homme,1,4,10
724,Joueur724,17,Femme,8,8,10
725,Joueur725,19,Homme,2,2,10
726,Joueur726,18,Femme,8,8,10
727,Joueur727,17,Femme,1,6,8
728,Joueur728,17,Homme,3,6,8
729,Joueur729,21,Homme,2,4,10
730,Joueur730,22,Homme,1,4,8
731,Joueur731,17,Femme,7,8,10
732,Joueur732,28,Femme,2,6,10
733,Joueur733,19,Femme,0,6,10
734,Joueur734,23,Homme,7,8,10
735,Joueur735,17,Femme,7,6,10
736,Joueur736,18,Homme,2,2,10
737,Joueur737,17,Homme,2,4,8
738,Joueur738,15,Femme,3,4,9
739,Joueur739,29,Homme,7,8,10
740,Joueur740,17,Homme,2,4,10
741,Joueur741,17,Homme,4,2,9
742,Joueur742,22,Homme,2,2,9
743,Joueur743,26,Homme,6,6,10
744,Joueur744,20,Homme,5,6,10
745,Joueur745,18,Homme,7,6,10
746,Joueur746,22,Femme,6,6,10
747,Joueur747,29,Homme,5,6,10
748,Joueur748,18,Homme,8,6,10
749,Joueur749,19,Homme,6,4,10
750,Joueur750,23,Homme,8,4,8
751,Joueur751,18,Homme,2,8,10
752,Joueur752,21,Homme,2,4,8
753,Joueur753,21,Homme,6,6,10
754,Joueur754,19,Femme,8,6,10
755,Joueur755,17,Femme,7,6,10
756,Joueur756,23,Homme,3,2,8
757,Joueur757,27,Homme,7,8,10
758,Joueur758,17,Homme,0,4,8
759,Joueur759,16,Femme,3,6,8
760,Joueur760,33,Femme,7,8,10
761,Joueur761,16,Homme,2,4,10
762,Joueur762,18,Femme,8,8,10
763,Joueur763,22,Homme,7,1,10
764,Joueur764,15,Homme,2,2,8
765,Joueur765,24,Homme,6,4,8
766,Joueur766,19,Femme,4,4,9
767,Joueur767,19,Homme,6,2,9
768,Joueur768,20,Femme,2,2,10
769,Joueur769,27,Homme,8,8,10
770,Joueur770,21,Homme,2,6,8
771,Joueur771,16,Femme,6,4,10
772,Joueur772,17,Homme,8,8,10
773,Joueur773,19,Homme,9,8,10
774,Joueur774,20,Femme,7,6,10
775,Joueur775,18,Homme,4,6,10
776,Joueur776,21,Non-binaire,3,4,10
777,Joueur777,21,Femme,0,2,8
778,Joueur778,25,Homme,2,4,10
779,Joueur779,28,Femme,1,4,10
780,Joueur780,23,Homme,3,8,10
781,Joueur781,21,Femme,7,8,8
782,Joueur782,18,Homme,7,8,10
783,Joueur783,17,Homme,6,6,10
784,Joueur784,25,Femme,5,6,10
785,Joueur785,20,Homme,9,8,10
786,Joueur786,14,Femme,2,8,10
787,Joueur787,15,Homme,6,6,10
788,Joueur788,22,Homme,0,6,10
789,Joueur789,19,Homme,6,6,10
790,Joueur790,15,Femme,6,8,8
791,Joueur791,20,Homme,0,2,9
792,Joueur792,34,Homme,5,8,10
793,Joueur793,18,Femme,0,2,8
794,Joueur794,16,Femme,3,6,10
795,Joueur795,17,Femme,2,8,10
796,Joueur796,20,Femme,7,8,10
797,Joueur797,18,Homme,3,2,8
798,Joueur798,20,Homme,7,8,10
799,Joueur799,22,Femme,3,4,8
800,Joueur800,27,Homme,1,4,8
801,Joueur801,17,Homme,2,2,8
802,Joueur802,19,Homme,1,4,10
803,Joueur803,17,Non-binaire,0,2,10
804,Joueur804,15,Homme,7,8,10
805,Joueur805,15,Homme,2,4,10
806,Joueur806,22,Homme,1,2,9
807,Joueur807,22,Homme,1,2,10
808,Joueur808,27,Homme,1,4,10
809,Joueur809,16,Homme,3,6,10
810,Joueur810,22,Homme,0,4,10
811,Joueur811,14,Homme,5,4,8
812,Joueur812,19,Homme,8,4,10
813,Joueur813,18,Homme,2,1,10
814,Joueur814,24,Homme,3,2,8
815,Joueur815,25,Homme,4,8,10
816,Joueur816,18,Homme,4,4,10
817,Joueur817,27,Homme,6,2,8
818,Joueur818,19,Homme,5,1,9
819,Joueur819,18,Homme,3,8,9
820,Joueur820,18,Homme,2,6,10
821,Joueur821,21,Homme,7,6,10
822,Joueur822,23,Femme,3,8,10
823,Joueur823,22,Femme,3,2,8
824,Joueur824,20,Homme,3,6,9
825,Joueur825,20,Homme,6,8,9
826,Joueur826,19,Femme,3,2,8
827,Joueur827,30,Homme,3,6,10
828,Joueur828,16,Homme,6,8,10
829,Joueur829,23,Homme,8,6,10
830,Joueur830,21,Homme,3,4,10
831,Joueur831,22,Femme,8,2,10
832,Joueur832,24,Homme,4,4,10
833,Joueur833,19,Femme,7,2,10
834,Joueur834,23,Femme,2,2,8
835,Joueur835,19,Homme,7,6,10
836,Joueur836,20,Femme,5,2,10
837,Joueur837,19,Homme,4,2,10
838,Joueur838,24,Homme,7,6,10
839,Joueur839,18,Femme,7,6,10
840,Joueur840,27,Non-binaire,1,2,10
841,Joueur841,19,Femme,4,6,10
842,Joueur842,16,Homme,1,4,10
843,Joueur843,23,Homme,4,2,10
844,Joueur844,20,Homme,7,8,10
845,Joueur845,19,Homme,2,2,8
846,Joueur846,21,Femme,2,4,8
847,Joueur847,20,Femme,0,6,8
848,Joueur848,21,Homme,4,1,8
849,Joueur849,23,Homme,4,2,10
850,Joueur850,21,Femme,2,2,10
851,Joueur851,23,Homme,6,8,10
852,Joueur852,15,Femme,3,6,10
853,Joueur853,23,Femme,4,2,10
854,Joueur854,21,Non-binaire,3,4,10
855,Joueur855,18,Homme,7,8,10
856,Joueur856,26,Non-binaire,0,4,10
857,Joueur857,18,Homme,1,2,10
858,Joueur858,20,Homme,4,6,10
859,Joueur859,30,Homme,1,8,10
860,Joueur860,24,Femme,0,6,10
861,Joueur861,20,Homme,5,6,10
862,Joueur862,23,Femme,7,6,10
863,Joueur863,19,Homme,4,6,10
864,Joueur864,19,Homme,6,2,10
865,Joueur865,18,Homme,2,6,8
866,Joueur866,19,Homme,0,4,7
867,Joueur867,23,Femme,4,6,10
868,Joueur868,19,Femme,2,6,10
869,Joueur869,14,Homme,1,4,10
870,Joueur870,17,Homme,6,8,8
871,Joueur871,13,Homme,6,6,10
872,Joueur872,14,Homme,7,4,10
873,Joueur873,17,Homme,1,8,10
874,Joueur874,25,Femme,0,4,10
875,Joueur875,15,Homme,1,4,10
876,Joueur876,20,Homme,0,6,10
877,Joueur877,27,Femme,2,4,8
878,Joueur878,22,Femme,7,6,10
879,Joueur879,20,Femme,3,4,10
880,Joueur880,18,Femme,7,6,10
881,Joueur881,17,Homme,4,6,8
882,Joueur882,19,Homme,6,6,10
883,Joueur883,25,Femme,1,8,10
884,Joueur884,25,Femme,0,4,10
885,Joueur885,21,Homme,8,6,10
886,Joueur886,17,Homme,9,8,10
887,Joueur887,19,Femme,1,4,10
888,Joueur888,19,Homme,0,6,8
889,Joueur889,15,Femme,1,4,8
890,Joueur890,20,Non-binaire,1,1,8
891,Joueur891,25,Femme,4,6,10
892,Joueur892,28,Homme,1,4,10
893,Joueur893,17,Homme,3,2,10
894,Joueur894,21,Homme,8,4,10
895,Joueur895,20,Homme,2,4,10
896,Joueur896,30,Homme,0,4,9
897,Joueur897,22,Non-binaire,1,6,10
898,Joueur898,24,Homme,7,8,10
899,Joueur899,22,Homme,8,8,10
900,Joueur900,15,Homme,3,4,10
901,Joueur901,21,Homme,2,4,8
902,Joueur902,17,Homme,6,8,10
903,Joueur903,15,Homme,1,2,10
904,Joueur904,27,Homme,2,4,10
905,Joueur905,21,Femme,0,8,8
906,Joueur906,19,Homme,7,8,10
907,Joueur907,24,Femme,4,8,10
908,Joueur908,20,Homme,6,2,10
909,Joueur909,18,Homme,3,2,9
910,Joueur910,19,Homme,1,1,10
911,Joueur911,20,Non-binaire,2,4,10
912,Joueur912,21,Homme,0,4,9
913,Joueur913,28,Homme,2,8,10
914,Joueur914,19,Homme,3,6,10
915,Joueur915,30,Homme,3,2,9
916,Joueur916,19,Homme,8,6,10
917,Joueur917,22,Homme,3,4,10
918,Joueur918,19,Femme,0,2,10
919,Joueur919,20,Homme,3,6,10
920,Joueur920,22,Femme,0,4,9
921,Joueur921,20,Femme,9,8,10
922,Joueur922,27,Homme,0,4,10
923,Joueur923,17,Homme,3,8,10
924,Joueur924,18,Homme,2,4,10
925,Joueur925,20,Homme,2,4,8
926,Joueur926,26,Homme,3,2,8
927,Joueur927,20,Homme,8,8,10
928,Joueur928,17,Homme,2,2,10
929,Joueur929,20,Homme,0,8,9
930,Joueur930,28,Homme,2,8,8
931,Joueur931,15,Homme,3,6,10
932,Joueur932,20,Non-binaire,6,2,10
933,Joueur933,15,Homme,0,2,10
934,Joueur934,28,Femme,2,8,9
935,Joueur935,20,Femme,3,6,9
936,Joueur936,20,Homme,2,6,8
937,Joueur937,27,Homme,0,8,10
938,Joueur938,22,Femme,7,8,10
939,Joueur939,22,Homme,1,2,9
940,Joueur940,25,Homme,2,4,7
941,Joueur941,24,Femme,2,6,10
942,Joueur942,18,Homme,8,8,10
943,Joueur943,16,Homme,3,6,9
944,Joueur944,19,Homme,2,2,9
945,Joueur945,25,Femme,3,8,10
946,Joueur946,23,Homme,8,8,10
947,Joueur947,33,Homme,2,4,8
948,Joueur948,29,Homme,6,8,10
949,Joueur949,19,Homme,1,4,10
950,Joueur950,19,Homme,4,8,10
951,Joueur951,24,Femme,2,4,8
952,Joueur952,21,Homme,1,4,10
953,Joueur953,20,Homme,8,6,10
954,Joueur954,22,Femme,1,4,10
955,Joueur955,26,Homme,2,4,10
956,Joueur956,23,Non-binaire,1,6,8
957,Joueur957,21,Homme,1,1,9
958,Joueur958,20,Homme,1,2,10
959,Joueur959,25,Homme,3,6,10
960,Joueur960,16,Homme,3,4,10
961,Joueur961,15,Femme,7,8,10
962,Joueur962,20,Femme,4,2,10
963,Joueur963,18,Femme,1,2,8
964,Joueur964,24,Homme,4,6,10
965,Joueur965,19,Homme,4,4,9
966,Joueur966,18,Non-binaire,3,2,8
967,Joueur967,19,Homme,0,2,10
968,Joueur968,23,Femme,8,8,10
969,Joueur969,16,Femme,8,8,10
970,Joueur970,17,Homme,7,4,10
971,Joueur971,20,Femme,7,6,10
972,Joueur972,16,Femme,2,4,8
973,Joueur973,16,Homme,6,4,8
974,Joueur974,23,Homme,6,6,10
975,Joueur975,20,Homme,0,2,10
976,Joueur976,17,Femme,2,6,8
977,Joueur977,27,Femme,7,6,10
978,Joueur978,21,Femme,2,2,10
979,Joueur979,19,Homme,0,8,10
980,Joueur980,22,Femme,8,4,8
981,Joueur981,25,Homme,0,4,8
982,Joueur982,22,Femme,1,4,9
983,Joueur983,18,Homme,0,1,10
984,Joueur984,23,Homme,4,8,10
985,Joueur985,30,Homme,8,6,10
986,Joueur986,17,Homme,3,6,10
987,Joueur987,18,Femme,2,6,10
988,Joueur988,19,Homme,4,6,10
989,Joueur989,20,Homme,6,2,10
990,Joueur990,16,Homme,9,8,10
991,Joueur991,19,Femme,2,6,10
992,Joueur992,24,Femme,7,6,10
993,Joueur993,18,Homme,2,6,10
994,Joueur994,32,Femme,6,4,10
995,Joueur995,20,Femme,0,6,10
996,Joueur996,15,Femme,3,2,8
997,Joueur997,18,Homme,2,6,10
998,Joueur998,23,Homme,0,1,10
999,Joueur999,18,Homme,8,6,10
1000,Joueur1000,29,Homme,7,8,10
